domain,username,display_name,rid,account_type,dept,password,pw_length,nt_hash,lm_hash,has_lm,disabled,never_expires,cluster,pre2k,pw_category
CRKB,donald.ford,Donald Ford,2122,user,Engineering,Cl0ud2024!,10,6919f3348d0529fd9a88ea9c861f20cf,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,jorge.lopez,Jorge Lopez,2123,user,Accounting,Aust!n2022!,11,044b7758fcefd163c29e5a4220752d2f,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,org
CRKB,jsanders,Jennifer Sanders,2124,user,Security,Admin123!,9,520126a03f5d5a8d836f1c4f34ede7ce,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,natalia.gutierrez,Natalia Gutierrez,2125,user,Finance,S3rver1!,8,0328df4c407e33c932eb8105d3b8c0ab,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,robert.martin,Robert Martin,2126,user,DevOps,Cr@ckBaby123!,13,03378b82e36c41427e34c882d0df6edb,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,org
CRKB,dmartinez,Donna Martinez,2127,user,Support,Welcome#2023,12,0f9fb220e7c5d90a985eda5570695a63,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,miguel.gray,Miguel Gray,2128,user,IT,Welcome123!,11,e4a22d8e7bbec871b341c88c2e94cba2,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,hpatel,Hannah Patel,2129,user,Procurement,Cr@ckB@by99!,12,32ab9b77fb55149ed75dab17c4198e09,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,leet
CRKB,miguel.morales,Miguel Morales,2130,user,Legal,N3tw0@rk123!,12,4c1b3a1f11ad1bfe9421edce143b5935,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,aria.nelson,Aria Nelson,2131,user,Procurement,CrackBaby@2023,14,79e9fb7c0d69d6221eae03668489f299,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,append
CRKB,mhayes,Michael Hayes,2132,user,Managed Services,Crk!b2023@!,11,3afce0aa560d14d571dc2df4470b17e3,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,andrea.rodriguez,Andrea Rodriguez,2133,user,Managed Services,Pokemon123!,11,0e95dca766d4aa64b2bf5d23be0068af,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,cramirez,Cynthia Ramirez,2134,user,HR,CrkbSpring23!,13,6e9e6bad93c9d34fc69a7e98b8680f20,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,jmartin,Jacob Martin,2135,user,Legal,Service123!,11,d9d221a5fc467c342460cf981c69096a,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,robert.brooks,Robert Brooks,2136,user,Sales,CrackBabyITWinter23!,20,ff8df0f12cba36b7c373260767737715,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,org
CRKB,otorres,Olivia Torres,2137,user,Sales,CrkbBackup#2022,15,550c4b35f7162968e9dbe3f5becb03db,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,jonathan.griffin,Jonathan Griffin,2138,user,Procurement,CrackBaby2024!,14,0db043bd51095ec7191c7f0daf63b000,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,asanders,Anna Sanders,2139,user,Legal,Gaming123!,10,31b5507f4684cd41003fab39ea506afd,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,ronald.hughes,Ronald Hughes,2140,user,Marketing,T3x@&s1!99!,11,bf94f9ae4562f6a6001492f3026b029a,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,scott.lewis,Scott Lewis,2141,user,Engineering,Test1234!,9,92f7e7d670d3968e70bb3215760678dd,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,weak
CRKB,rwright,Robert Wright,2142,user,Accounting,PasswordSpring23!,17,93d024de6d3c43e6eef82d73668401fd,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,hcooper,Hannah Cooper,2143,user,Procurement,$ecure2023!,11,85ec2eceddde8827e86b95ddecfb65c5,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,linda.martin,Linda Martin,2144,user,Security,Baseball1!,10,b77d3d1eb143bc637c38820f7f548ddc,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,weak
CRKB,cjones,Camila Jones,2145,user,Support,Pass1234!,9,201171de59d53ae594c97e968218515d,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,weak
CRKB,groberts,Gabriela Roberts,2146,user,Support,Football1!,10,b3f6631b67d7e5b169f4fbb76bf28c29,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,vbailey,Valentina Bailey,2147,user,Engineering,Summ%er2022@,12,e86500ec70b226643f3d127276c01509,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,leet
CRKB,lcooper,Lucas Cooper,2148,user,Finance,Austin@2023,11,27f641227a1d8a3aa24475a5413dc331,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,lucia.kim,Lucia Kim,2149,user,Security,Superman1!,10,dd5add4b2832198c420757e0929174ee,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,hchavez,Hannah Chavez,2150,user,Engineering,Michael1!,9,a0b462a44b1f6011f9b1448d1ac2421c,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,acox,Aubrey Cox,2151,user,Executive,Bh8JPd&eEani0h^5^=O8,20,a92a01529e55a75b6bd6143ad90db936,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,random
CRKB,smorales,Samantha Morales,2152,user,HR,Texas2023!,10,77bbef42a8312f9797058e108675d0ac,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,grayson.roberts,Grayson Roberts,2153,user,Operations,Welcome1234!,12,392fbe2844cb258735c4cbf449d31709,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,nrobinson,Natalia Robinson,2154,user,Legal,ATX@2023,8,7477f22c8b9e40150c323f611da19524,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,zroberts,Zoe Roberts,2155,user,Engineering,CrackB@byFal23!,15,1b7a2760e75465a075d6ae4ec5bf3d84,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,donna.lopez,Donna Lopez,2156,user,HR,N3twork2001!,12,9583b18de01a8e68b304c2a5a9b3bab1,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,jking,Jaxon King,2157,user,Engineering,Letmein1!,9,82e63db4a21b0652dafa0a64906370ad,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,vmorales,Valentina Morales,2158,user,Support,Iloveyou1!,10,da598f35e45617001eb7a7d591e5fee2,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,cwright,Cooper Wright,2159,user,Procurement,Spring2024!,11,d431b7e9ca9b61d8b2b5725afb8258c5,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,bdavis,Brenda Davis,2160,user,Sales,Managed2023#1,13,dc952859906142299863e530ebb49c75,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,zortiz,Zoe Ortiz,2161,user,IT,CrackBaby2024!,14,0db043bd51095ec7191c7f0daf63b000,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,steven.rogers,Steven Rogers,2162,user,Accounting,Cloud2022!1,11,4e96adf4a729e94f7659928175a5e874,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,lgriffin,Larry Griffin,2163,user,Procurement,Crkb2023!,9,84c6db02c16ac36177dd9a13f2f57845,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,jennifer.wright,Jennifer Wright,2164,user,DevOps,Starwars1!,10,83466439508abe3c0977d90cce903340,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,weak
CRKB,asmith,Anna Smith,2165,user,Procurement,Batman2023!,11,70210cebe97797bf669769757b05a09b,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,cmcdonald,Catherine Mcdonald,2166,user,Support,Pa$sw0r&d123!,13,97f2d5865f6fd78550b26ea6d7bfe06e,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,michael.cruz,Michael Cruz,2167,user,DevOps,SupportWinter24!,16,c9b30439f14b30268e201c26525784d1,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,gpowell,George Powell,2168,user,DevOps,Helpdesk#123,12,55535b886a1ebb697cd9ff9c56d6ccb3,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,dsimmons,Daniela Simmons,2169,user,Support,Password1234!,13,29ab86c5c4d2aab957763e5c1720486d,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,cooper.richardson,Cooper Richardson,2170,user,Helpdesk,Cl0ud2019!,10,3055f9fecfee8f2ee2de1a03f4e944af,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,ldiaz,Lily Diaz,2171,user,Marketing,Harley123!,10,58742f88a39624cf2f6a306163d63f77,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,arivera,Alexander Rivera,2172,user,Executive,Cr4ckBaby@2022,14,74118e01ac36253d06eeebf0b6a3b082,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,org
CRKB,jsullivan,Jaxon Sullivan,2173,user,Managed Services,Directory911!,13,b3cc1f3a425551747c682626678d7177,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,org
CRKB,carlos.cox,Carlos Cox,2174,user,Legal,Texas@2023,10,8a917912fc9972eaa31d5b79eeab902f,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,nallen,Nathan Allen,2175,user,Engineering,Password2024!,13,3cbf1e00eb03fd41ac65852cb5c60d93,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,debra.hamilton,Debra Hamilton,2176,user,Finance,January1!,9,88e9274eab2aa6b4d043e8d0b40b2dbd,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,ggraham,Gabriela Graham,2177,user,Operations,Support@2023,12,ab66d0c50095af2cec7760f9906e493b,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,append
CRKB,vjohnson,Victoria Johnson,2178,user,Security,Ux^lFy@oCR!Rq@4c7P9,19,eadd0f41e031219a35c1fee202c04a2d,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,random
CRKB,liam.ward,Liam Ward,2179,user,Legal,T3x@s1234@,10,ad4311aee0faa86b8ceaea47bb7f71e0,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,timothy.phillips,Timothy Phillips,2180,user,Engineering,Shadow123!,10,9f12d5b44d08fff3f55b147956ce8d97,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,ajohnson,Angela Johnson,2181,user,Engineering,February1!,10,a496612027f3e33949f0bd50f8578f33,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,kadams,Kimberly Adams,2182,user,IT,P@ssword01!,11,9e48cc6605eac41b089ee43dd63303e4,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,charlotte.jenkins,Charlotte Jenkins,2183,user,IT,CrackBaby2022!,14,b2964ae22b6bc0f878bbd99bccc71cb5,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,append
CRKB,luis.taylor,Luis Taylor,2184,user,Helpdesk,B@ckup1!,8,a1e2286431ed1f1c24bd1c341c56ad05,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,sgriffin,Sophia Griffin,2185,user,Executive,Texas#2023,10,f9c61448b398150ffd443a685e198169,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,append
CRKB,aubrey.thompson,Aubrey Thompson,2186,user,Helpdesk,Cr@ckBabySummer22!,18,d26d36507e3d9d15c1029255c7e328cb,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,cooper.reed,Cooper Reed,2187,user,Managed Services,AustinCloud123!,15,a83102585be62b729889b2398bcdc56c,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,org
CRKB,hrobinson,Hannah Robinson,2188,user,IT,CrkbSpring23!,13,6e9e6bad93c9d34fc69a7e98b8680f20,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,append
CRKB,david.ortiz,David Ortiz,2189,user,Sales,h5?{aPYJ0;PiqVy8xu,18,b9809f20bdb7d32800000cc0d4f1c067,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,random
CRKB,christopher.brooks,Christopher Brooks,2190,user,Security,Password123!,12,2b576acbe6bcfda7294d6bd18041b8fe,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,cchavez,Carolyn Chavez,2191,user,Managed Services,N3twork12345!,13,847007ca54316449eee3ce5fd632492b,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,cmendoza,Carlos Mendoza,2192,user,Marketing,Network#2023,12,fbdd4a51bdff879488c9cfba53f2c0dd,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,amelia.marshall,Amelia Marshall,2193,user,Procurement,N3twork123!,11,636b436875b28b6f5a1d66dcbc559db3,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,hwashington,Hannah Washington,2194,user,Marketing,CrackBabyIT12345!,17,c617a8169afbc1cc00783b68bb2857e4,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,liamwar,Liam Ward,2195,user,Support,Texas1234!,10,96239a9a41a014cc9a6de5c1a44fcf87,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,byoung,Brian Young,2196,user,Sales,CrackBabyWinter24!,18,8156bd0838fddffd63f873f32628599d,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,amy.stewart,Amy Stewart,2197,user,Helpdesk,NetworkSpring23!,16,9f8698ea09fdbbc6582fbe58be92685e,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,christopher.edwards,Christopher Edwards,2198,user,Marketing,Pokemon123!,11,0e95dca766d4aa64b2bf5d23be0068af,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,weak
CRKB,brivera,Betty Rivera,2199,user,Finance,Austin#2023,11,c82ba78f634995c1f1fe275273c2d808,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,malvarez,Monica Alvarez,2200,user,Operations,P.8J!2plf*8iib9EYU,18,d19ed0ea8b1a16e26b5c03193c2b0afd,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,random
CRKB,richard.hamilton,Richard Hamilton,2201,user,Operations,CrackBaby2024!,14,0db043bd51095ec7191c7f0daf63b000,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,sprice,Samuel Price,2202,user,Sales,Pizza1234!,10,017defa3bbb3448f3148c87581ca3c23,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,weak
CRKB,charlotte.taylor,Charlotte Taylor,2203,user,Managed Services,Support1234#,12,0fca4703d71fc72bc729ed55bd35c423,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,eprice,Eduardo Price,2204,user,Helpdesk,Princess1!,10,05f3219724b8891135a73c7941f020bd,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,weak
CRKB,eflores,Emily Flores,2205,user,Support,Managed#2023,12,adac4c8539446219e285c90ccb7c5007,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,srodriguez,Sandra Rodriguez,2206,user,IT,S3rviceSpring23!,16,8b611c743b0ca423d371d10ccee8ff1a,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,tmitchell,Timothy Mitchell,2207,user,Accounting,AustinCrkb$1,12,b9cfffbe293e05184788dbf1c6b7b05f,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,slee,Sofia Lee,2208,user,Legal,Austin@2023,11,27f641227a1d8a3aa24475a5413dc331,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,aaron.green,Aaron Green,2209,user,Managed Services,Texas@2023,10,8a917912fc9972eaa31d5b79eeab902f,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,progers,Paul Rogers,2210,user,Managed Services,Crkb123!,8,e46d6ddc069cf80ab21eb8f1a2a69f60,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,eramirez,Ethan Ramirez,2211,user,Procurement,Texas123!,9,a90608ddd1b250f1d3f50469be2083eb,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,slong,Samantha Long,2212,user,Finance,Hu*nt3r1!99!,12,e4f2c32489a156ee83dfe921e0256962,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,leet
CRKB,melissa.young,Melissa Young,2213,user,Support,TexasFall23!,12,3be6b509efda82b2da89f6c6dc11fbaf,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,michael.james,Michael James,2214,user,Finance,P@ssw0rd1,9,ae974876d974abd805a989ebead86846,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,rwoods,Robert Woods,2215,user,Legal,T3x@#s2024!,11,b8cebae23ec26f12d653bb7919c8be54,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,lcollins,Luis Collins,2216,user,Procurement,Welcome1234!,12,392fbe2844cb258735c4cbf449d31709,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,append
CRKB,nward,Nicholas Ward,2217,user,Engineering,K}dvYvn71&qOxq58,16,5d282c15b1e597ce1f58d28ef6e2006c,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,random
CRKB,maria.adams,Maria Adams,2218,user,Security,Austin#2023,11,c82ba78f634995c1f1fe275273c2d808,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,ggonzales,Gary Gonzales,2219,user,Support,Friday123!,10,3d874c2ef3576806a64260b2bf56984c,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,dwood,David Wood,2220,user,Managed Services,Admin123!,9,520126a03f5d5a8d836f1c4f34ede7ce,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,amy.ramos,Amy Ramos,2221,user,Marketing,Princess1!,10,05f3219724b8891135a73c7941f020bd,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,sjimenez,Shirley Jimenez,2222,user,DevOps,Helpdesk@2024,13,9d066c547e385138d1d78cd33f3b1c75,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,emendoza,Edward Mendoza,2223,user,Legal,Winter2023!,11,1b19b136b7f27225b899ba80aeea4a18,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,ogonzalez,Oliver Gonzalez,2224,user,Support,Welcome123!,11,e4a22d8e7bbec871b341c88c2e94cba2,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,liam.morales,Liam Morales,2225,user,Legal,Friday123!,10,3d874c2ef3576806a64260b2bf56984c,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,chamilton,Christine Hamilton,2226,user,Engineering,j$20q?yMfRA4JqitAu8:,20,82417fecab2e5d4816aa86ad90dd6367,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,random
CRKB,christopher.sanchez,Christopher Sanchez,2227,user,Engineering,Password2024!,13,3cbf1e00eb03fd41ac65852cb5c60d93,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,carter.edwards,Carter Edwards,2228,user,Managed Services,Network1234!,12,7b2bad0034d697db3e0c4cc522f840d7,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,braydencol,Brayden Cole,2229,user,Accounting,Crkb@2023,9,397744e5bf1ce9fbb2cacc3779618208,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,wkelly,Wyatt Kelly,2230,user,Support,Password123!,12,2b576acbe6bcfda7294d6bd18041b8fe,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,lford,Lauren Ford,2231,user,Finance,AustinSpring23!,15,6d69ea15b9c62456903c83f4994edd07,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,susan.castillo,Susan Castillo,2232,user,Executive,B@ckup2022!,11,51bce603e5a08631ab8a076dbcb80ead,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,logan.alvarez,Logan Alvarez,2233,user,IT,Aust!n@123,10,40806641ef3bdeaa0dd62055cd1da53e,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,rebecca.brooks,Rebecca Brooks,2234,user,DevOps,CBcorp2020!,11,ab65d92642260292b0962f34b8bcee32,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,mia.jordan,Mia Jordan,2235,user,Procurement,CrkbDesktop2024!,16,f1e2fd6f581e04fa66caa830d088e638,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,org
CRKB,gking,George King,2236,user,Security,Pizza1234!,10,017defa3bbb3448f3148c87581ca3c23,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,lperry,Liam Perry,2237,user,Legal,Crkb@2023,9,397744e5bf1ce9fbb2cacc3779618208,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,mary.kim,Mary Kim,2238,user,Procurement,Spring2024!,11,d431b7e9ca9b61d8b2b5725afb8258c5,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,jhill,Jack Hill,2239,user,Marketing,Mo%nitor2024@,13,515adbc64f94322f1ed7159628bf4091,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,dbrooks,Dorothy Brooks,2240,user,HR,Password#2023,13,9d5f829e1eb8e2d03d69f66c4917576d,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,patrick.diaz,Patrick Diaz,2241,user,Sales,Starwars1!,10,83466439508abe3c0977d90cce903340,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,swashington,Sandra Washington,2242,user,Accounting,Cr@ckBabyFall22!,16,b5a106f0e371fec6ed0914670ea84670,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,ajimenez,Aubrey Jimenez,2243,user,Engineering,tY2-=uvt0HwgCd9,15,0828456427a9633e6b7b07c5e420ec6a,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,random
CRKB,bowens,Brenda Owens,2244,user,Engineering,Cr@ckBaby123@,13,251a8048d164aca683a702c401ee9727,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,gwood,Gregory Wood,2245,user,Security,Spring2024!,11,d431b7e9ca9b61d8b2b5725afb8258c5,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,weak
CRKB,cortega,Carlos Ortega,2246,user,Accounting,Golde!n123@,11,239399463d9bde4ac52019ec1a488097,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,leet
CRKB,mgarcia,Melissa Garcia,2247,user,Operations,CrackBaby2024!,14,0db043bd51095ec7191c7f0daf63b000,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,pstewart,Pedro Stewart,2248,user,Managed Services,G0ld3n2024!,11,329d9d6de6ec1874077a20dc3f6b9da6,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,lrodriguez,Logan Rodriguez,2249,user,IT,Football1!,10,b3f6631b67d7e5b169f4fbb76bf28c29,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,aaron.rivera,Aaron Rivera,2250,user,Finance,N3twork$2023,12,eee53b98a4165dce4fb4f885a9f2c9ba,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,ewalker,Elizabeth Walker,2251,user,Engineering,Shadow123!,10,9f12d5b44d08fff3f55b147956ce8d97,aad3b435b51404eeaad3b435b51404ee,False,False,True,,False,weak
CRKB,emma.gonzales,Emma Gonzales,2252,user,Managed Services,NetworkSpring23!,16,9f8698ea09fdbbc6582fbe58be92685e,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,thall,Tyler Hall,2253,user,Managed Services,S3rviceWinter22!,16,45b66f1fbf848b18e2d5458d99a277be,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,sofia.cole,Sofia Cole,2254,user,Helpdesk,Monitor#2023,12,7c8a99accdf5a983e45e20290efca8b7,aad3b435b51404eeaad3b435b51404ee,False,True,False,,False,org
CRKB,luis.ford,Luis Ford,2255,user,HR,Clou$d01@99!,12,f00c5758a32c8e3cba04c99b87fa322d,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,snguyen,Samantha Nguyen,2256,user,HR,CrackBaby2024!,14,0db043bd51095ec7191c7f0daf63b000,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,abigail.bryant,Abigail Bryant,2257,user,Marketing,Admin2019!,10,369ec12953d83c3295367c80393642d8,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,kimberly.cook,Kimberly Cook,2258,user,Marketing,CrkbWinter24!,13,909563bb44838181a7416085380f1a06,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,twright,Thomas Wright,2259,user,Helpdesk,Crk!b2022#1,11,ac64084fab33119d20a30c852c5845b5,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,ngraham,Nicholas Graham,2260,user,Accounting,Servi$ce01#,11,10fd8b5a62b4ba71f3164b92eb254111,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,nancy.cook,Nancy Cook,2261,user,Procurement,Thund3r01!,10,56e2b78df7ecbde4dea616d4fda578c8,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,leet
CRKB,jack.reynolds,Jack Reynolds,2262,user,Operations,Weekend1!,9,80ff8f02d19865dd28ffec17caf6dcbf,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,nwatson,Natalia Watson,2263,user,Managed Services,Welcome1!,9,9307ee5abf7791f3424d9d5148b20177,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,phoward,Patrick Howard,2264,user,Helpdesk,Support2023!,12,42cb55d6a075203d2ad14328c242f8d7,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,append
CRKB,jonathan.flores,Jonathan Flores,2265,user,IT,CrackBabyAccess@2023,20,5523833cf8c89978a44ef90b49fbf8ed,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,ireyes,Isabella Reyes,2266,user,Finance,Batman2023!,11,70210cebe97797bf669769757b05a09b,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,weak
CRKB,jayden.ross,Jayden Ross,2267,user,IT,ATXWinter23!,12,06ed25287c8e28e9df9155052139b7c5,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,lhayes,Larry Hayes,2268,user,Accounting,@ustin1234@,11,3e2b83519fd8c860c19651cdd5f02341,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
CRKB,carolyn.sanchez,Carolyn Sanchez,2269,user,Finance,CrkbPatch2022!,14,2489afa4f45c77266431ddfc4a402f0d,aad3b435b51404eeaad3b435b51404ee,False,False,False,,False,org
